transaction_id,predicted_risk_level,risk_score,confidence,prob_high,prob_low,prob_medium,is_fraud_flagged
6880,Medium,99.96,99.96,0.0,0.04,99.96,1
1784,Medium,99.96,99.96,0.0,0.04,99.96,1
12870,Medium,99.96,99.96,0.0,0.04,99.96,1
1763,Medium,99.96,99.96,0.0,0.04,99.96,1
1768,Medium,99.96,99.96,0.0,0.04,99.96,1
1827,Medium,99.96,99.96,0.0,0.04,99.96,1
1771,Medium,99.96,99.96,0.0,0.04,99.96,1
9524,Medium,99.96,99.96,0.0,0.04,99.96,1
6717,Medium,99.96,99.96,0.0,0.04,99.96,1
9474,Medium,99.96,99.96,0.0,0.04,99.96,1
9486,Medium,99.96,99.96,0.0,0.04,99.96,1
9443,Medium,99.96,99.96,0.0,0.04,99.96,1
9447,Medium,99.96,99.96,0.0,0.04,99.96,1
7503,Medium,99.96,99.96,0.0,0.03,99.96,1
4147,Medium,99.96,99.96,0.0,0.04,99.96,1
1549,Medium,99.96,99.96,0.0,0.04,99.96,1
342,Medium,99.96,99.96,0.0,0.04,99.96,1
14326,Medium,99.96,99.96,0.0,0.04,99.96,1
1558,Medium,99.96,99.96,0.0,0.04,99.96,1
4188,Medium,99.96,99.96,0.0,0.04,99.96,1
1531,Medium,99.96,99.96,0.0,0.04,99.96,1
4258,Medium,99.96,99.96,0.0,0.04,99.96,1
9053,Medium,99.96,99.96,0.0,0.04,99.96,1
7509,Medium,99.96,99.96,0.0,0.04,99.96,1
13412,Medium,99.96,99.96,0.0,0.04,99.96,1
8759,Medium,99.96,99.96,0.0,0.04,99.96,1
13564,Medium,99.96,99.96,0.0,0.04,99.96,1
13430,Medium,99.96,99.96,0.0,0.04,99.96,1
8659,Medium,99.96,99.96,0.0,0.04,99.96,1
9372,Medium,99.96,99.96,0.0,0.04,99.96,1
1067,Medium,99.96,99.96,0.0,0.04,99.96,1
4479,Medium,99.96,99.96,0.0,0.04,99.96,1
5366,Medium,99.96,99.96,0.0,0.04,99.96,1
1048,Medium,99.96,99.96,0.0,0.04,99.96,1
8496,Medium,99.96,99.96,0.0,0.04,99.96,1
4682,Medium,99.96,99.96,0.0,0.04,99.96,1
6306,Medium,99.96,99.96,0.0,0.04,99.96,1
5393,Medium,99.96,99.96,0.0,0.04,99.96,1
6462,Medium,99.96,99.96,0.0,0.04,99.96,1
8402,Medium,99.96,99.96,0.0,0.04,99.96,1
819,Medium,99.96,99.96,0.0,0.04,99.96,1
8403,Medium,99.96,99.96,0.0,0.04,99.96,1
8078,Medium,99.96,99.96,0.0,0.04,99.96,1
4710,Medium,99.96,99.96,0.0,0.04,99.96,1
4716,Medium,99.96,99.96,0.0,0.04,99.96,1
582,Medium,99.96,99.96,0.0,0.04,99.96,1
587,Medium,99.96,99.96,0.0,0.04,99.96,1
642,Medium,99.96,99.96,0.0,0.04,99.96,1
569,Medium,99.96,99.96,0.0,0.04,99.96,1
7944,Medium,99.96,99.96,0.0,0.04,99.96,1
5267,Medium,99.96,99.96,0.0,0.04,99.96,1
7577,Medium,99.96,99.96,0.0,0.04,99.96,1
7583,Medium,99.96,99.96,0.0,0.04,99.96,1
7587,Medium,99.96,99.96,0.0,0.04,99.96,1
7563,Medium,99.96,99.96,0.0,0.04,99.96,1
10915,Medium,99.96,99.96,0.0,0.04,99.96,1
7593,Medium,99.96,99.96,0.0,0.04,99.96,1
7595,Medium,99.96,99.96,0.0,0.04,99.96,1
7596,Medium,99.96,99.96,0.0,0.04,99.96,1
19,Medium,99.96,99.96,0.0,0.04,99.96,1
29,Medium,99.96,99.96,0.0,0.04,99.96,1
16,Medium,99.96,99.96,0.0,0.04,99.96,1
3102,Medium,99.95,99.95,0.0,0.05,99.95,1
3106,Medium,99.95,99.95,0.0,0.05,99.95,1
3109,Medium,99.95,99.95,0.0,0.05,99.95,1
3080,Medium,99.95,99.95,0.0,0.05,99.95,1
10884,Medium,99.95,99.95,0.0,0.05,99.95,1
3116,Medium,99.95,99.95,0.0,0.05,99.95,1
14515,Medium,99.95,99.95,0.0,0.05,99.95,1
6434,Medium,99.95,99.95,0.0,0.05,99.95,1
6441,Medium,99.95,99.95,0.0,0.05,99.95,1
544,Medium,99.95,99.95,0.0,0.05,99.95,1
10,Medium,99.95,99.95,0.0,0.05,99.95,1
3119,Medium,99.95,99.95,0.0,0.05,99.95,1
3131,Medium,99.95,99.95,0.0,0.05,99.95,1
14523,Medium,99.95,99.95,0.0,0.05,99.95,1
304,Medium,99.95,99.95,0.0,0.05,99.95,1
306,Medium,99.95,99.95,0.0,0.05,99.95,1
14524,Medium,99.95,99.95,0.0,0.05,99.95,1
14526,Medium,99.95,99.95,0.0,0.05,99.95,1
14528,Medium,99.95,99.95,0.0,0.05,99.95,1
14530,Medium,99.95,99.95,0.0,0.05,99.95,1
3087,Medium,99.95,99.95,0.0,0.05,99.95,1
5296,Medium,99.95,99.95,0.0,0.05,99.95,1
5265,Medium,99.95,99.95,0.0,0.05,99.95,1
4800,Medium,99.95,99.95,0.0,0.05,99.95,1
6423,Medium,99.95,99.95,0.0,0.05,99.95,1
6321,Medium,99.95,99.95,0.0,0.04,99.95,1
6346,Medium,99.95,99.95,0.0,0.05,99.95,1
6366,Medium,99.95,99.95,0.0,0.05,99.95,1
6430,Medium,99.95,99.95,0.0,0.05,99.95,1
3088,Medium,99.95,99.95,0.0,0.05,99.95,1
10932,Medium,99.95,99.95,0.0,0.05,99.95,1
10955,Medium,99.95,99.95,0.0,0.05,99.95,1
11132,Medium,99.95,99.95,0.0,0.05,99.95,1
5747,Medium,99.95,99.95,0.0,0.05,99.95,1
10809,Medium,99.95,99.95,0.0,0.05,99.95,1
10813,Medium,99.95,99.95,0.0,0.05,99.95,1
5275,Medium,99.95,99.95,0.0,0.05,99.95,1
7574,Medium,99.95,99.95,0.0,0.05,99.95,1
14025,Medium,99.95,99.95,0.0,0.05,99.95,1
572,Medium,99.95,99.95,0.0,0.05,99.95,1
7566,Medium,99.95,99.95,0.0,0.05,99.95,1
7569,Medium,99.95,99.95,0.0,0.05,99.95,1
10818,Medium,99.95,99.95,0.0,0.04,99.95,1
10699,Medium,99.95,99.95,0.0,0.05,99.95,1
11143,Medium,99.95,99.95,0.0,0.05,99.95,1
10982,Medium,99.95,99.95,0.0,0.05,99.95,1
11004,Medium,99.95,99.95,0.0,0.05,99.95,1
3007,Medium,99.95,99.95,0.0,0.05,99.95,1
3019,Medium,99.95,99.95,0.0,0.05,99.95,1
3022,Medium,99.95,99.95,0.0,0.05,99.95,1
11133,Medium,99.95,99.95,0.0,0.05,99.95,1
3209,Medium,99.95,99.95,0.0,0.05,99.95,1
3294,High,99.95,99.95,99.95,0.02,0.03,1
554,Medium,99.95,99.95,0.0,0.05,99.95,1
560,Medium,99.95,99.95,0.0,0.05,99.95,1
561,Medium,99.95,99.95,0.0,0.05,99.95,1
14214,Medium,99.95,99.95,0.0,0.05,99.95,1
3300,Medium,99.95,99.95,0.0,0.05,99.95,1
10643,Medium,99.95,99.95,0.0,0.05,99.95,1
11184,Medium,99.95,99.95,0.0,0.05,99.95,1
2982,Medium,99.95,99.95,0.0,0.04,99.95,1
7241,High,99.95,99.95,99.95,0.01,0.03,1
2927,Medium,99.95,99.95,0.0,0.05,99.95,1
11173,Medium,99.95,99.95,0.0,0.05,99.95,1
11176,Medium,99.95,99.95,0.0,0.05,99.95,1
11229,Medium,99.95,99.95,0.0,0.05,99.95,1
11199,Medium,99.95,99.95,0.0,0.05,99.95,1
3311,Medium,99.95,99.95,0.0,0.05,99.95,1
3320,Medium,99.95,99.95,0.0,0.05,99.95,1
650,Medium,99.95,99.95,0.0,0.05,99.95,1
13995,Medium,99.95,99.95,0.0,0.05,99.95,1
13999,Medium,99.95,99.95,0.0,0.05,99.95,1
13974,Medium,99.95,99.95,0.0,0.05,99.95,1
584,Medium,99.95,99.95,0.0,0.05,99.95,1
585,Medium,99.95,99.95,0.0,0.05,99.95,1
3282,Medium,99.95,99.95,0.0,0.05,99.95,1
2800,Medium,99.95,99.95,0.0,0.05,99.95,1
2824,Medium,99.95,99.95,0.0,0.05,99.95,1
11219,Medium,99.95,99.95,0.0,0.05,99.95,1
10555,Medium,99.95,99.95,0.0,0.05,99.95,1
10563,Medium,99.95,99.95,0.0,0.05,99.95,1
13988,Medium,99.95,99.95,0.0,0.05,99.95,1
13966,Medium,99.95,99.95,0.0,0.05,99.95,1
13972,Medium,99.95,99.95,0.0,0.05,99.95,1
4776,Medium,99.95,99.95,0.0,0.05,99.95,1
8057,Medium,99.95,99.95,0.0,0.05,99.95,1
10566,Medium,99.95,99.95,0.0,0.05,99.95,1
10567,Medium,99.95,99.95,0.0,0.05,99.95,1
11326,Medium,99.95,99.95,0.0,0.05,99.95,1
11411,Medium,99.95,99.95,0.0,0.05,99.95,1
11426,Medium,99.95,99.95,0.0,0.05,99.95,1
11238,Medium,99.95,99.95,0.0,0.05,99.95,1
3342,Medium,99.95,99.95,0.0,0.05,99.95,1
10398,Medium,99.95,99.95,0.0,0.05,99.95,1
11541,Medium,99.95,99.95,0.0,0.05,99.95,1
7063,Medium,99.95,99.95,0.0,0.05,99.95,1
7200,Medium,99.95,99.95,0.0,0.05,99.95,1
4707,Medium,99.95,99.95,0.0,0.05,99.95,1
4721,Medium,99.95,99.95,0.0,0.05,99.95,1
13977,Medium,99.95,99.95,0.0,0.05,99.95,1
7208,High,99.95,99.95,99.95,0.01,0.04,1
10507,Medium,99.95,99.95,0.0,0.05,99.95,1
10348,High,99.95,99.95,99.95,0.02,0.03,1
315,Medium,99.95,99.95,0.0,0.05,99.95,1
318,Medium,99.95,99.95,0.0,0.05,99.95,1
5204,Medium,99.95,99.95,0.0,0.05,99.95,1
5215,Medium,99.95,99.95,0.0,0.05,99.95,1
3422,Medium,99.95,99.95,0.0,0.05,99.95,1
10382,Medium,99.95,99.95,0.0,0.05,99.95,1
6995,Medium,99.95,99.95,0.0,0.05,99.95,1
5841,Medium,99.95,99.95,0.0,0.05,99.95,1
11573,Medium,99.95,99.95,0.0,0.05,99.95,1
2650,Medium,99.95,99.95,0.0,0.05,99.95,1
2652,Medium,99.95,99.95,0.0,0.05,99.95,1
11597,Medium,99.95,99.95,0.0,0.04,99.95,1
13841,Medium,99.95,99.95,0.0,0.05,99.95,1
8333,Medium,99.95,99.95,0.0,0.05,99.95,1
4691,Medium,99.95,99.95,0.0,0.05,99.95,1
782,Medium,99.95,99.95,0.0,0.05,99.95,1
813,Medium,99.95,99.95,0.0,0.05,99.95,1
814,Medium,99.95,99.95,0.0,0.05,99.95,1
13855,Medium,99.95,99.95,0.0,0.05,99.95,1
4700,Medium,99.95,99.95,0.0,0.05,99.95,1
5574,Medium,99.95,99.95,0.0,0.05,99.95,1
7424,Medium,99.95,99.95,0.0,0.05,99.95,1
3488,Medium,99.95,99.95,0.0,0.05,99.95,1
11763,Medium,99.95,99.95,0.0,0.05,99.95,1
2638,Medium,99.95,99.95,0.0,0.04,99.95,1
11726,Medium,99.95,99.95,0.0,0.05,99.95,1
2597,Medium,99.95,99.95,0.0,0.05,99.95,1
11779,Medium,99.95,99.95,0.0,0.05,99.95,1
4531,Medium,99.95,99.95,0.0,0.05,99.95,1
4535,Medium,99.95,99.95,0.0,0.05,99.95,1
4547,Medium,99.95,99.95,0.0,0.05,99.95,1
6443,Medium,99.95,99.95,0.0,0.05,99.95,1
10224,Medium,99.95,99.95,0.0,0.05,99.95,1
10040,Medium,99.95,99.95,0.0,0.05,99.95,1
2539,Medium,99.95,99.95,0.0,0.05,99.95,1
2544,Medium,99.95,99.95,0.0,0.05,99.95,1
2547,Medium,99.95,99.95,0.0,0.05,99.95,1
2554,Medium,99.95,99.95,0.0,0.04,99.95,1
11786,Medium,99.95,99.95,0.0,0.05,99.95,1
11794,Medium,99.95,99.95,0.0,0.05,99.95,1
3504,Medium,99.95,99.95,0.0,0.05,99.95,1
3508,Medium,99.95,99.95,0.0,0.05,99.95,1
3529,Medium,99.95,99.95,0.0,0.05,99.95,1
13831,Medium,99.95,99.95,0.0,0.05,99.95,1
13829,Medium,99.95,99.95,0.0,0.05,99.95,1
3487,Medium,99.95,99.95,0.0,0.05,99.95,1
3575,Medium,99.95,99.95,0.0,0.05,99.95,1
5850,Medium,99.95,99.95,0.0,0.05,99.95,1
6972,Medium,99.95,99.95,0.0,0.05,99.95,1
2419,Medium,99.95,99.95,0.0,0.05,99.95,1
2426,Medium,99.95,99.95,0.0,0.05,99.95,1
2527,Medium,99.95,99.95,0.0,0.05,99.95,1
2532,Medium,99.95,99.95,0.0,0.05,99.95,1
11798,Medium,99.95,99.95,0.0,0.05,99.95,1
11799,Medium,99.95,99.95,0.0,0.05,99.95,1
11854,Medium,99.95,99.95,0.0,0.05,99.95,1
9878,Medium,99.95,99.95,0.0,0.05,99.95,1
3635,Medium,99.95,99.95,0.0,0.05,99.95,1
989,Medium,99.95,99.95,0.0,0.05,99.95,1
13803,Medium,99.95,99.95,0.0,0.05,99.95,1
8614,Medium,99.95,99.95,0.0,0.05,99.95,1
4503,Medium,99.95,99.95,0.0,0.05,99.95,1
9846,Medium,99.95,99.95,0.0,0.05,99.95,1
12022,Medium,99.95,99.95,0.0,0.05,99.95,1
11878,Medium,99.95,99.95,0.0,0.05,99.95,1
2307,Medium,99.95,99.95,0.0,0.05,99.95,1
9857,Medium,99.95,99.95,0.0,0.05,99.95,1
9859,Medium,99.95,99.95,0.0,0.05,99.95,1
9813,Medium,99.95,99.95,0.0,0.05,99.95,1
9820,Medium,99.95,99.95,0.0,0.05,99.95,1
9824,Medium,99.95,99.95,0.0,0.05,99.95,1
9828,Medium,99.95,99.95,0.0,0.05,99.95,1
5871,Medium,99.95,99.95,0.0,0.05,99.95,1
5875,Medium,99.95,99.95,0.0,0.05,99.95,1
5877,Medium,99.95,99.95,0.0,0.05,99.95,1
2297,Medium,99.95,99.95,0.0,0.05,99.95,1
2250,Medium,99.95,99.95,0.0,0.05,99.95,1
12215,Medium,99.95,99.95,0.0,0.05,99.95,1
12222,Medium,99.95,99.95,0.0,0.04,99.95,1
290,Medium,99.95,99.95,0.0,0.05,99.95,1
301,Medium,99.95,99.95,0.0,0.05,99.95,1
302,Medium,99.95,99.95,0.0,0.05,99.95,1
309,Medium,99.95,99.95,0.0,0.05,99.95,1
12038,Medium,99.95,99.95,0.0,0.05,99.95,1
2264,Medium,99.95,99.95,0.0,0.05,99.95,1
2275,Medium,99.95,99.95,0.0,0.05,99.95,1
9832,Medium,99.95,99.95,0.0,0.05,99.95,1
9839,Medium,99.95,99.95,0.0,0.05,99.95,1
3674,Medium,99.95,99.95,0.0,0.05,99.95,1
3676,Medium,99.95,99.95,0.0,0.05,99.95,1
2191,Medium,99.95,99.95,0.0,0.05,99.95,1
12234,Medium,99.95,99.95,0.0,0.05,99.95,1
12239,Medium,99.95,99.95,0.0,0.05,99.95,1
8653,Medium,99.95,99.95,0.0,0.05,99.95,1
5385,Medium,99.95,99.95,0.0,0.05,99.95,1
7561,Medium,99.95,99.95,0.0,0.05,99.95,1
8586,Medium,99.95,99.95,0.0,0.05,99.95,1
14226,Medium,99.95,99.95,0.0,0.05,99.95,1
527,Medium,99.95,99.95,0.0,0.05,99.95,1
2243,Medium,99.95,99.95,0.0,0.05,99.95,1
2244,Medium,99.95,99.95,0.0,0.05,99.95,1
2163,Medium,99.95,99.95,0.0,0.05,99.95,1
9804,Medium,99.95,99.95,0.0,0.05,99.95,1
3664,Medium,99.95,99.95,0.0,0.05,99.95,1
2089,Medium,99.95,99.95,0.0,0.05,99.95,1
7480,Medium,99.95,99.95,0.0,0.05,99.95,1
12355,Medium,99.95,99.95,0.0,0.05,99.95,1
12446,Medium,99.95,99.95,0.0,0.05,99.95,1
12452,Medium,99.95,99.95,0.0,0.05,99.95,1
12453,Medium,99.95,99.95,0.0,0.05,99.95,1
13646,Medium,99.95,99.95,0.0,0.04,99.95,1
13675,Medium,99.95,99.95,0.0,0.05,99.95,1
13676,Medium,99.95,99.95,0.0,0.05,99.95,1
6602,Medium,99.95,99.95,0.0,0.05,99.95,1
12454,Medium,99.95,99.95,0.0,0.05,99.95,1
2062,Medium,99.95,99.95,0.0,0.05,99.95,1
1964,Medium,99.95,99.95,0.0,0.05,99.95,1
1965,Medium,99.95,99.95,0.0,0.05,99.95,1
9767,Medium,99.95,99.95,0.0,0.05,99.95,1
9602,Medium,99.95,99.95,0.0,0.05,99.95,1
12473,Medium,99.95,99.95,0.0,0.05,99.95,1
1942,Medium,99.95,99.95,0.0,0.05,99.95,1
4435,High,99.95,99.95,99.95,0.02,0.04,1
4442,Medium,99.95,99.95,0.0,0.05,99.95,1
8804,Medium,99.95,99.95,0.0,0.05,99.95,1
8676,Medium,99.95,99.95,0.0,0.05,99.95,1
1083,Medium,99.95,99.95,0.0,0.05,99.95,1
1099,Medium,99.95,99.95,0.0,0.05,99.95,1
13642,Medium,99.95,99.95,0.0,0.05,99.95,1
13643,Medium,99.95,99.95,0.0,0.05,99.95,1
9635,Medium,99.95,99.95,0.0,0.05,99.95,1
9579,Medium,99.95,99.95,0.0,0.05,99.95,1
3855,Medium,99.95,99.95,0.0,0.05,99.95,1
12728,High,99.95,99.95,99.95,0.01,0.03,1
12536,Medium,99.95,99.95,0.0,0.05,99.95,1
3902,Medium,99.95,99.95,0.0,0.05,99.95,1
9533,Medium,99.95,99.95,0.0,0.05,99.95,1
9542,Medium,99.95,99.95,0.0,0.05,99.95,1
9544,Medium,99.95,99.95,0.0,0.05,99.95,1
9547,Medium,99.95,99.95,0.0,0.05,99.95,1
12756,Medium,99.95,99.95,0.0,0.05,99.95,1
12759,Medium,99.95,99.95,0.0,0.05,99.95,1
1806,Medium,99.95,99.95,0.0,0.05,99.95,1
8886,Medium,99.95,99.95,0.0,0.05,99.95,1
8746,Medium,99.95,99.95,0.0,0.05,99.95,1
1107,Medium,99.95,99.95,0.0,0.05,99.95,1
4429,Medium,99.95,99.95,0.0,0.05,99.95,1
9549,Medium,99.95,99.95,0.0,0.04,99.95,1
9555,Medium,99.95,99.95,0.0,0.05,99.95,1
5499,Medium,99.95,99.95,0.0,0.05,99.95,1
7491,Medium,99.95,99.95,0.0,0.05,99.95,1
5050,Medium,99.95,99.95,0.0,0.05,99.95,1
7852,Medium,99.95,99.95,0.0,0.05,99.95,1
5160,Medium,99.95,99.95,0.0,0.05,99.95,1
8995,Medium,99.95,99.95,0.0,0.05,99.95,1
13452,Medium,99.95,99.95,0.0,0.05,99.95,1
6612,Medium,99.95,99.95,0.0,0.05,99.95,1
6655,Medium,99.95,99.95,0.0,0.05,99.95,1
6094,Medium,99.95,99.95,0.0,0.05,99.95,1
6132,Medium,99.95,99.95,0.0,0.05,99.95,1
1791,Medium,99.95,99.95,0.0,0.05,99.95,1
12883,Medium,99.95,99.95,0.0,0.05,99.95,1
1773,Medium,99.95,99.95,0.0,0.05,99.95,1
12908,Medium,99.95,99.95,0.0,0.05,99.95,1
9496,Medium,99.95,99.95,0.0,0.05,99.95,1
9521,Medium,99.95,99.95,0.0,0.05,99.95,1
9526,Medium,99.95,99.95,0.0,0.05,99.95,1
6702,Medium,99.95,99.95,0.0,0.05,99.95,1
6714,Medium,99.95,99.95,0.0,0.05,99.95,1
5976,Medium,99.95,99.95,0.0,0.05,99.95,1
6047,Medium,99.95,99.95,0.0,0.05,99.95,1
6687,Medium,99.95,99.95,0.0,0.05,99.95,1
1183,Medium,99.95,99.95,0.0,0.05,99.95,1
13424,Medium,99.95,99.95,0.0,0.05,99.95,1
8978,Medium,99.95,99.95,0.0,0.05,99.95,1
9479,Medium,99.95,99.95,0.0,0.05,99.95,1
1666,Medium,99.95,99.95,0.0,0.05,99.95,1
1670,Medium,99.95,99.95,0.0,0.05,99.95,1
1715,Medium,99.95,99.95,0.0,0.05,99.95,1
1724,Medium,99.95,99.95,0.0,0.05,99.95,1
9465,Medium,99.95,99.95,0.0,0.05,99.95,1
13128,Medium,99.95,99.95,0.0,0.05,99.95,1
13132,Medium,99.95,99.95,0.0,0.05,99.95,1
1686,Medium,99.95,99.95,0.0,0.05,99.95,1
4122,Medium,99.95,99.95,0.0,0.05,99.95,1
4138,Medium,99.95,99.95,0.0,0.05,99.95,1
4148,Medium,99.95,99.95,0.0,0.05,99.95,1
7519,Medium,99.95,99.95,0.0,0.04,99.95,1
1246,Medium,99.95,99.95,0.0,0.05,99.95,1
13408,Medium,99.95,99.95,0.0,0.05,99.95,1
1618,Medium,99.95,99.95,0.0,0.05,99.95,1
1632,Medium,99.95,99.95,0.0,0.05,99.95,1
4182,Medium,99.95,99.95,0.0,0.05,99.95,1
4184,Medium,99.95,99.95,0.0,0.05,99.95,1
1565,Medium,99.95,99.95,0.0,0.05,99.95,1
1586,Medium,99.95,99.95,0.0,0.05,99.95,1
13172,Medium,99.95,99.95,0.0,0.05,99.95,1
1605,Medium,99.95,99.95,0.0,0.05,99.95,1
14271,Medium,99.95,99.95,0.0,0.05,99.95,1
480,Medium,99.95,99.95,0.0,0.05,99.95,1
494,Medium,99.95,99.95,0.0,0.05,99.95,1
9175,Medium,99.95,99.95,0.0,0.05,99.95,1
9188,Medium,99.95,99.95,0.0,0.05,99.95,1
4189,Medium,99.95,99.95,0.0,0.05,99.95,1
4212,Medium,99.95,99.95,0.0,0.05,99.95,1
1539,Medium,99.95,99.95,0.0,0.05,99.95,1
13315,Medium,99.95,99.95,0.0,0.05,99.95,1
13382,Medium,99.95,99.95,0.0,0.05,99.95,1
13386,Medium,99.95,99.95,0.0,0.05,99.95,1
9066,Medium,99.95,99.95,0.0,0.05,99.95,1
5401,Medium,99.95,99.95,0.0,0.05,99.95,1
1542,Medium,99.95,99.95,0.0,0.05,99.95,1
13318,Medium,99.95,99.95,0.0,0.05,99.95,1
6690,Medium,99.95,99.95,0.0,0.05,99.95,1
6056,Medium,99.95,99.95,0.0,0.05,99.95,1
6066,Medium,99.95,99.95,0.0,0.04,99.95,1
4247,Medium,99.95,99.95,0.0,0.05,99.95,1
4249,Medium,99.95,99.95,0.0,0.05,99.95,1
13306,Medium,99.95,99.95,0.0,0.05,99.95,1
13307,Medium,99.95,99.95,0.0,0.05,99.95,1
14557,Medium,99.95,99.95,0.0,0.05,99.95,1
216,Medium,99.95,99.95,0.0,0.05,99.95,1
10899,Medium,99.95,99.95,0.0,0.05,99.95,1
10909,Medium,99.95,99.95,0.0,0.05,99.95,1
14533,High,99.95,99.95,99.95,0.01,0.04,1
7599,Medium,99.95,99.95,0.0,0.04,99.95,1
34,Medium,99.95,99.95,0.0,0.05,99.95,1
10880,Medium,99.94,99.94,0.0,0.06,99.94,1
9,Medium,99.94,99.94,0.0,0.06,99.94,1
14518,Medium,99.94,99.94,0.0,0.06,99.94,1
14521,Medium,99.94,99.94,0.0,0.06,99.94,1
14527,Medium,99.94,99.94,0.0,0.06,99.94,1
3082,Medium,99.94,99.94,0.0,0.06,99.94,1
3085,Medium,99.94,99.94,0.0,0.06,99.94,1
5266,Medium,99.94,99.94,0.0,0.06,99.94,1
7961,Medium,99.94,99.94,0.0,0.06,99.94,1
7878,Medium,99.94,99.94,0.0,0.05,99.94,1
3089,Medium,99.94,99.94,0.0,0.06,99.94,1
13368,Medium,99.94,99.94,0.0,0.06,99.94,1
13372,Medium,99.94,99.94,0.0,0.06,99.94,1
1414,Medium,99.94,99.94,0.0,0.06,99.94,1
1422,Medium,99.94,99.94,0.0,0.06,99.94,1
13311,Medium,99.94,99.94,0.0,0.06,99.94,1
5,Medium,99.94,99.94,0.0,0.06,99.94,1
14558,Medium,99.94,99.94,0.0,0.06,99.94,1
6371,Medium,99.94,99.94,0.0,0.06,99.94,1
6373,Medium,99.94,99.94,0.0,0.06,99.94,1
6382,Medium,99.94,99.94,0.0,0.06,99.94,1
6389,Medium,99.94,99.94,0.0,0.06,99.94,1
6391,Medium,99.94,99.94,0.0,0.06,99.94,1
1412,Medium,99.94,99.94,0.0,0.06,99.94,1
13303,Medium,99.94,99.94,0.0,0.06,99.94,1
6693,Medium,99.94,99.94,0.0,0.06,99.94,1
9116,Medium,99.94,99.94,0.0,0.06,99.94,1
9136,Medium,99.94,99.94,0.0,0.06,99.94,1
9050,Medium,99.94,99.94,0.0,0.06,99.94,1
9055,Medium,99.94,99.94,0.0,0.06,99.94,1
5701,Medium,99.94,99.94,0.0,0.06,99.94,1
5705,Medium,99.94,99.94,0.0,0.06,99.94,1
5707,Medium,99.94,99.94,0.0,0.06,99.94,1
5710,Medium,99.94,99.94,0.0,0.06,99.94,1
3227,Medium,99.94,99.94,0.0,0.06,99.94,1
14221,Medium,99.94,99.94,0.0,0.06,99.94,1
14222,Medium,99.94,99.94,0.0,0.06,99.94,1
14224,Medium,99.94,99.94,0.0,0.06,99.94,1
7936,Medium,99.94,99.94,0.0,0.06,99.94,1
7580,Medium,99.94,99.94,0.0,0.06,99.94,1
