transaction_id,predicted_risk_level,risk_score,confidence,prob_high,prob_low,prob_medium,is_fraud_flagged
149,Low,89.77,89.77,0.01,89.77,10.21,0
150,Low,99.95,99.95,0.0,99.95,0.05,0
151,Low,99.96,99.96,0.0,99.96,0.04,0
152,Low,99.96,99.96,0.0,99.96,0.04,0
153,Low,99.96,99.96,0.0,99.96,0.04,0
154,Low,99.96,99.96,0.0,99.96,0.04,0
155,Low,99.85,99.85,0.0,99.85,0.15,0
156,Low,99.96,99.96,0.0,99.96,0.04,0
157,Low,99.96,99.96,0.0,99.96,0.04,0
158,Low,99.96,99.96,0.0,99.96,0.04,0
159,Low,99.96,99.96,0.0,99.96,0.04,0
160,Low,99.93,99.93,0.0,99.93,0.07,0
161,Medium,99.89,99.89,0.0,0.11,99.89,1
162,Low,99.96,99.96,0.0,99.96,0.04,0
163,Low,99.96,99.96,0.0,99.96,0.04,0
164,Low,99.96,99.96,0.0,99.96,0.04,0
165,Low,99.96,99.96,0.0,99.96,0.04,0
166,Low,99.96,99.96,0.0,99.96,0.04,0
167,Low,99.8,99.8,0.0,99.8,0.2,0
168,Low,99.94,99.94,0.0,99.94,0.06,0
169,Low,99.95,99.95,0.0,99.95,0.05,0
170,Low,99.96,99.96,0.0,99.96,0.04,0
171,Low,99.96,99.96,0.0,99.96,0.04,0
172,Low,99.96,99.96,0.0,99.96,0.04,0
173,Low,99.62,99.62,0.0,99.62,0.38,0
174,Low,99.97,99.97,0.0,99.97,0.03,0
175,Low,99.96,99.96,0.0,99.96,0.04,0
176,Low,99.96,99.96,0.0,99.96,0.04,0
177,Low,99.96,99.96,0.0,99.96,0.04,0
178,Low,99.96,99.96,0.0,99.96,0.04,0
179,Low,99.83,99.83,0.0,99.83,0.17,0
180,Low,99.96,99.96,0.0,99.96,0.04,0
181,Low,99.96,99.96,0.0,99.96,0.04,0
182,Low,99.96,99.96,0.0,99.96,0.03,0
183,Low,99.96,99.96,0.0,99.96,0.04,0
184,Medium,99.91,99.91,0.0,0.09,99.91,1
185,Low,99.82,99.82,0.0,99.82,0.18,0
186,Low,99.85,99.85,0.0,99.85,0.15,0
187,Medium,99.9,99.9,0.0,0.1,99.9,1
188,Low,99.96,99.96,0.0,99.96,0.04,0
189,Low,99.95,99.95,0.0,99.95,0.05,0
190,Low,99.96,99.96,0.0,99.96,0.04,0
191,Low,99.93,99.93,0.0,99.93,0.07,0
192,Medium,99.87,99.87,0.0,0.13,99.87,1
193,Low,99.96,99.96,0.0,99.96,0.04,0
194,Low,99.95,99.95,0.0,99.95,0.05,0
195,Medium,99.92,99.92,0.0,0.08,99.92,1
196,Low,99.94,99.94,0.0,99.94,0.06,0
197,Low,99.96,99.96,0.0,99.96,0.04,0
198,Low,99.91,99.91,0.0,99.91,0.08,0
199,Low,99.96,99.96,0.0,99.96,0.04,0
200,Medium,99.89,99.89,0.0,0.11,99.89,1
201,Low,99.92,99.92,0.0,99.92,0.08,0
202,Low,99.96,99.96,0.0,99.96,0.04,0
203,Low,99.95,99.95,0.0,99.95,0.05,0
204,Medium,99.93,99.93,0.0,0.07,99.93,1
205,Low,99.88,99.88,0.0,99.88,0.12,0
206,Low,99.92,99.92,0.0,99.92,0.08,0
207,Low,99.96,99.96,0.0,99.96,0.04,0
208,Low,99.89,99.89,0.0,99.89,0.11,0
209,Medium,98.74,98.74,0.0,1.25,98.74,1
210,Low,99.84,99.84,0.0,99.84,0.16,0
211,Low,99.95,99.95,0.0,99.95,0.05,0
212,Low,99.91,99.91,0.0,99.91,0.09,0
213,Low,99.95,99.95,0.0,99.95,0.05,0
214,Low,99.96,99.96,0.0,99.96,0.04,0
215,Low,99.96,99.96,0.0,99.96,0.04,0
216,Medium,99.95,99.95,0.0,0.05,99.95,1
217,Low,99.9,99.9,0.0,99.9,0.1,0
218,Low,99.87,99.87,0.0,99.87,0.13,0
219,Low,99.96,99.96,0.0,99.96,0.04,0
220,Low,99.96,99.96,0.0,99.96,0.04,0
221,Low,99.9,99.9,0.0,99.9,0.09,0
222,Medium,99.94,99.94,0.0,0.05,99.94,1
223,Low,99.95,99.95,0.0,99.95,0.05,0
224,Medium,99.94,99.94,0.0,0.06,99.94,1
225,Low,99.89,99.89,0.0,99.89,0.11,0
226,Medium,99.93,99.93,0.0,0.07,99.93,1
227,Low,99.96,99.96,0.0,99.96,0.04,0
228,Low,98.88,98.88,0.0,98.88,1.11,0
229,Medium,95.93,95.93,1.84,2.23,95.93,1
230,Medium,99.79,99.79,0.0,0.21,99.79,1
231,Low,99.94,99.94,0.0,99.94,0.06,0
232,Medium,99.8,99.8,0.0,0.19,99.8,1
233,Low,99.96,99.96,0.0,99.96,0.04,0
234,Medium,99.73,99.73,0.0,0.27,99.73,1
235,Medium,99.88,99.88,0.0,0.12,99.88,1
236,Low,99.96,99.96,0.0,99.96,0.04,0
237,Low,99.94,99.94,0.0,99.94,0.06,0
238,Low,99.96,99.96,0.0,99.96,0.04,0
239,Low,99.96,99.96,0.0,99.96,0.04,0
240,Medium,99.92,99.92,0.0,0.08,99.92,1
241,Medium,99.68,99.68,0.0,0.32,99.68,1
242,Low,99.92,99.92,0.0,99.92,0.08,0
243,Low,99.85,99.85,0.0,99.85,0.15,0
244,Medium,99.9,99.9,0.0,0.1,99.9,1
245,Medium,99.69,99.69,0.0,0.31,99.69,1
246,Low,99.92,99.92,0.0,99.92,0.08,0
247,Medium,99.85,99.85,0.0,0.15,99.85,1
248,Medium,94.33,94.33,0.01,5.66,94.33,1
249,Low,99.84,99.84,0.0,99.84,0.16,0
250,Low,99.7,99.7,0.0,99.7,0.3,0
251,Low,99.95,99.95,0.0,99.95,0.05,0
252,Low,99.95,99.95,0.0,99.95,0.05,0
253,Medium,99.88,99.88,0.0,0.12,99.88,1
254,Low,99.93,99.93,0.0,99.93,0.07,0
255,Low,99.95,99.95,0.0,99.95,0.05,0
256,Medium,62.38,62.38,0.01,37.61,62.38,1
257,Low,99.91,99.91,0.0,99.91,0.09,0
258,Low,99.95,99.95,0.0,99.95,0.05,0
259,Low,99.95,99.95,0.0,99.95,0.05,0
260,Low,99.96,99.96,0.0,99.96,0.04,0
261,Low,99.92,99.92,0.0,99.92,0.08,0
262,Low,99.22,99.22,0.0,99.22,0.78,0
263,Low,99.82,99.82,0.0,99.82,0.18,0
264,Low,99.93,99.93,0.0,99.93,0.07,0
265,High,96.05,96.05,96.05,0.58,3.38,1
266,Low,99.54,99.54,0.0,99.54,0.45,0
267,Medium,99.91,99.91,0.0,0.09,99.91,1
268,Medium,97.45,97.45,0.0,2.54,97.45,1
269,Medium,99.87,99.87,0.0,0.13,99.87,1
270,Low,99.95,99.95,0.0,99.95,0.05,0
271,Low,95.08,95.08,0.01,95.08,4.91,0
272,Medium,99.87,99.87,0.0,0.13,99.87,1
273,Low,99.96,99.96,0.0,99.96,0.04,0
274,Medium,99.76,99.76,0.0,0.24,99.76,1
275,Medium,99.87,99.87,0.0,0.13,99.87,1
276,Medium,99.85,99.85,0.0,0.14,99.85,1
277,Medium,83.55,83.55,0.01,16.44,83.55,1
278,Medium,99.14,99.14,0.0,0.86,99.14,1
279,Low,96.41,96.41,0.01,96.41,3.58,0
280,Low,97.79,97.79,0.0,97.79,2.21,0
281,Medium,99.33,99.33,0.49,0.18,99.33,1
282,Medium,99.85,99.85,0.0,0.15,99.85,1
283,Medium,99.93,99.93,0.0,0.07,99.93,1
284,Medium,99.61,99.61,0.0,0.39,99.61,1
285,Low,99.92,99.92,0.0,99.92,0.07,0
286,Medium,99.94,99.94,0.0,0.06,99.94,1
287,Medium,97.15,97.15,0.0,2.84,97.15,1
288,Medium,99.42,99.42,0.0,0.57,99.42,1
289,Medium,99.92,99.92,0.0,0.07,99.92,1
290,Medium,99.95,99.95,0.0,0.05,99.95,1
291,Medium,91.16,91.16,0.01,8.83,91.16,1
292,Low,99.82,99.82,0.0,99.82,0.17,0
293,Medium,99.86,99.86,0.0,0.14,99.86,1
294,Medium,99.94,99.94,0.0,0.06,99.94,1
295,Low,99.9,99.9,0.0,99.9,0.1,0
296,Medium,99.91,99.91,0.0,0.08,99.91,1
297,Low,99.9,99.9,0.0,99.9,0.1,0
298,Low,99.85,99.85,0.0,99.85,0.15,0
299,Low,99.94,99.94,0.0,99.94,0.06,0
300,High,99.94,99.94,99.94,0.01,0.05,1
301,Medium,99.95,99.95,0.0,0.05,99.95,1
302,Medium,99.95,99.95,0.0,0.05,99.95,1
303,Medium,99.93,99.93,0.0,0.07,99.93,1
304,Medium,99.95,99.95,0.0,0.05,99.95,1
305,Medium,99.91,99.91,0.0,0.09,99.91,1
306,Medium,99.95,99.95,0.0,0.05,99.95,1
307,Medium,99.96,99.96,0.0,0.04,99.96,1
308,Medium,95.29,95.29,0.01,4.71,95.29,1
309,Medium,99.95,99.95,0.0,0.05,99.95,1
310,Low,99.77,99.77,0.0,99.77,0.23,0
311,Low,99.92,99.92,0.0,99.92,0.08,0
312,High,99.83,99.83,99.83,0.03,0.15,1
313,Medium,99.94,99.94,0.0,0.05,99.94,1
314,Low,99.93,99.93,0.0,99.93,0.07,0
315,Medium,99.95,99.95,0.0,0.05,99.95,1
316,Medium,99.8,99.8,0.0,0.2,99.8,1
317,Low,99.93,99.93,0.0,99.93,0.07,0
318,Medium,99.95,99.95,0.0,0.05,99.95,1
319,Medium,99.94,99.94,0.0,0.06,99.94,1
320,Medium,99.92,99.92,0.0,0.08,99.92,1
321,Medium,99.49,99.49,0.0,0.5,99.49,1
322,Medium,99.86,99.86,0.0,0.14,99.86,1
323,Low,99.95,99.95,0.0,99.95,0.05,0
324,Medium,99.94,99.94,0.0,0.06,99.94,1
325,Low,99.85,99.85,0.0,99.85,0.15,0
326,Medium,99.75,99.75,0.0,0.25,99.75,1
327,Low,83.14,83.14,0.01,83.14,16.85,0
328,Medium,60.5,60.5,0.02,39.48,60.5,1
329,Medium,99.86,99.86,0.0,0.13,99.86,1
330,Low,95.69,95.69,0.01,95.69,4.3,0
331,Low,99.84,99.84,0.0,99.84,0.15,0
332,Medium,99.9,99.9,0.0,0.1,99.9,1
333,Low,99.56,99.56,0.0,99.56,0.44,0
334,Medium,99.89,99.89,0.0,0.11,99.89,1
335,Medium,99.07,99.07,0.0,0.93,99.07,1
336,Medium,99.92,99.92,0.0,0.07,99.92,1
337,Low,99.95,99.95,0.0,99.95,0.05,0
338,Low,99.94,99.94,0.0,99.94,0.06,0
339,Medium,99.9,99.9,0.0,0.1,99.9,1
340,Medium,99.93,99.93,0.0,0.07,99.93,1
341,Medium,99.88,99.88,0.0,0.12,99.88,1
342,Medium,99.96,99.96,0.0,0.04,99.96,1
343,Low,99.95,99.95,0.0,99.95,0.05,0
344,Medium,99.84,99.84,0.0,0.16,99.84,1
345,Medium,99.9,99.9,0.0,0.09,99.9,1
346,Medium,99.9,99.9,0.0,0.1,99.9,1
347,Medium,99.94,99.94,0.0,0.06,99.94,1
348,Medium,99.24,99.24,0.0,0.76,99.24,1
349,Medium,99.77,99.77,0.0,0.23,99.77,1
350,High,99.87,99.87,99.87,0.02,0.11,1
351,Medium,67.7,67.7,0.01,32.29,67.7,1
352,Medium,99.7,99.7,0.0,0.3,99.7,1
353,Low,99.8,99.8,0.0,99.8,0.2,0
354,Low,99.42,99.42,0.0,99.42,0.58,0
355,Medium,99.92,99.92,0.0,0.08,99.92,1
356,Low,58.45,58.45,0.02,58.45,41.53,0
357,Low,99.77,99.77,0.0,99.77,0.23,0
358,Low,97.78,97.78,0.0,97.78,2.22,0
359,Low,99.85,99.85,0.0,99.85,0.15,0
360,Medium,99.85,99.85,0.0,0.15,99.85,1
361,Low,99.75,99.75,0.0,99.75,0.25,0
362,Low,99.96,99.96,0.0,99.96,0.04,0
363,Low,99.96,99.96,0.0,99.96,0.04,0
364,Low,99.96,99.96,0.0,99.96,0.04,0
365,Low,99.96,99.96,0.0,99.96,0.04,0
366,Low,99.96,99.96,0.0,99.96,0.04,0
367,Low,99.9,99.9,0.0,99.9,0.1,0
368,Medium,99.78,99.78,0.0,0.22,99.78,1
369,Low,99.95,99.95,0.0,99.95,0.05,0
370,Low,99.94,99.94,0.0,99.94,0.06,0
371,Low,99.96,99.96,0.0,99.96,0.04,0
372,Low,99.96,99.96,0.0,99.96,0.04,0
373,Low,99.95,99.95,0.0,99.95,0.05,0
374,Medium,99.94,99.94,0.0,0.05,99.94,1
375,Low,99.96,99.96,0.0,99.96,0.04,0
376,Medium,99.86,99.86,0.0,0.14,99.86,1
377,Low,99.96,99.96,0.0,99.96,0.04,0
378,Low,99.96,99.96,0.0,99.96,0.04,0
379,Low,99.96,99.96,0.0,99.96,0.04,0
380,Low,93.99,93.99,0.0,93.99,6.0,0
381,Low,99.92,99.92,0.0,99.92,0.08,0
382,Low,99.96,99.96,0.0,99.96,0.04,0
383,Low,99.96,99.96,0.0,99.96,0.04,0
384,Low,99.92,99.92,0.0,99.92,0.08,0
385,Low,99.94,99.94,0.0,99.94,0.06,0
386,Medium,99.62,99.62,0.0,0.38,99.62,1
387,Low,99.95,99.95,0.0,99.95,0.05,0
388,Low,99.92,99.92,0.0,99.92,0.08,0
389,Medium,96.74,96.74,0.0,3.25,96.74,1
390,Low,99.95,99.95,0.0,99.95,0.04,0
391,Low,99.96,99.96,0.0,99.96,0.04,0
392,Low,99.85,99.85,0.0,99.85,0.15,0
393,Low,99.96,99.96,0.0,99.96,0.04,0
394,Low,99.96,99.96,0.0,99.96,0.04,0
395,Low,99.97,99.97,0.0,99.97,0.03,0
396,Low,99.96,99.96,0.0,99.96,0.04,0
397,Low,99.94,99.94,0.0,99.94,0.06,0
398,Low,99.96,99.96,0.0,99.96,0.04,0
399,Low,99.96,99.96,0.0,99.96,0.04,0
400,Low,99.94,99.94,0.0,99.94,0.06,0
401,Medium,99.88,99.88,0.0,0.12,99.88,1
402,Low,99.96,99.96,0.0,99.96,0.04,0
403,Low,99.96,99.96,0.0,99.96,0.04,0
404,Low,99.96,99.96,0.0,99.96,0.04,0
405,Low,99.89,99.89,0.0,99.89,0.11,0
406,Low,99.86,99.86,0.0,99.86,0.14,0
407,Medium,99.36,99.36,0.0,0.64,99.36,1
408,Low,99.91,99.91,0.0,99.91,0.09,0
409,Low,99.96,99.96,0.0,99.96,0.04,0
410,Medium,99.94,99.94,0.0,0.06,99.94,1
411,Low,99.95,99.95,0.0,99.95,0.05,0
412,Low,99.95,99.95,0.0,99.95,0.05,0
413,Medium,99.94,99.94,0.0,0.06,99.94,1
414,Low,99.95,99.95,0.0,99.95,0.05,0
415,Low,86.66,86.66,0.01,86.66,13.33,0
416,Low,99.89,99.89,0.0,99.89,0.11,0
417,Low,99.93,99.93,0.0,99.93,0.07,0
418,Low,99.82,99.82,0.0,99.82,0.18,0
419,Low,99.95,99.95,0.0,99.95,0.05,0
420,Low,99.95,99.95,0.0,99.95,0.05,0
421,Low,99.92,99.92,0.0,99.92,0.08,0
422,Medium,99.9,99.9,0.0,0.1,99.9,1
423,Low,99.96,99.96,0.0,99.96,0.04,0
424,Low,99.5,99.5,0.0,99.5,0.5,0
425,Low,99.96,99.96,0.0,99.96,0.04,0
426,Medium,99.94,99.94,0.0,0.06,99.94,1
427,Low,99.94,99.94,0.0,99.94,0.06,0
428,Low,99.96,99.96,0.0,99.96,0.04,0
429,Low,99.95,99.95,0.0,99.95,0.05,0
430,Medium,99.55,99.55,0.0,0.45,99.55,1
431,Low,99.96,99.96,0.0,99.96,0.04,0
432,Medium,99.25,99.25,0.0,0.74,99.25,1
433,Low,99.96,99.96,0.0,99.96,0.04,0
434,Low,99.96,99.96,0.0,99.96,0.04,0
435,Low,99.96,99.96,0.0,99.96,0.04,0
436,Low,99.92,99.92,0.0,99.92,0.08,0
437,Low,99.95,99.95,0.0,99.95,0.05,0
438,Low,99.72,99.72,0.0,99.72,0.28,0
439,Low,99.95,99.95,0.0,99.95,0.05,0
440,Low,99.9,99.9,0.0,99.9,0.1,0
441,Low,99.85,99.85,0.0,99.85,0.15,0
442,Low,99.91,99.91,0.0,99.91,0.09,0
443,Low,95.84,95.84,0.01,95.84,4.16,0
444,Medium,99.83,99.83,0.0,0.17,99.83,1
445,Low,99.93,99.93,0.0,99.93,0.07,0
446,Low,99.94,99.94,0.0,99.94,0.06,0
447,Low,99.92,99.92,0.0,99.92,0.08,0
448,Low,99.92,99.92,0.0,99.92,0.08,0
449,Low,99.83,99.83,0.0,99.83,0.16,0
450,Low,99.93,99.93,0.0,99.93,0.07,0
451,Medium,91.36,91.36,0.01,8.62,91.36,1
452,Low,99.89,99.89,0.0,99.89,0.11,0
453,Medium,99.8,99.8,0.0,0.2,99.8,1
454,Medium,77.62,77.62,0.01,22.36,77.62,1
455,Low,99.92,99.92,0.0,99.92,0.08,0
456,Low,99.89,99.89,0.0,99.89,0.11,0
457,Low,99.94,99.94,0.0,99.94,0.06,0
458,Low,99.93,99.93,0.0,99.93,0.07,0
459,Low,99.94,99.94,0.0,99.94,0.06,0
460,Low,99.92,99.92,0.0,99.92,0.08,0
461,Medium,99.82,99.82,0.0,0.18,99.82,1
462,Low,99.92,99.92,0.0,99.92,0.08,0
463,High,98.98,98.98,98.98,0.14,0.88,1
464,Low,97.26,97.26,0.0,97.26,2.74,0
465,Low,99.54,99.54,0.0,99.54,0.46,0
466,Low,99.61,99.61,0.0,99.61,0.39,0
467,Low,99.94,99.94,0.0,99.94,0.05,0
468,Low,99.94,99.94,0.0,99.94,0.06,0
469,Low,99.95,99.95,0.0,99.95,0.05,0
470,Medium,99.86,99.86,0.0,0.14,99.86,1
471,Low,99.94,99.94,0.0,99.94,0.06,0
472,Low,99.92,99.92,0.0,99.92,0.08,0
473,Low,99.95,99.95,0.0,99.95,0.05,0
474,Medium,99.48,99.48,0.0,0.51,99.48,1
475,Low,99.92,99.92,0.0,99.92,0.08,0
476,Medium,99.93,99.93,0.0,0.07,99.93,1
477,Low,99.93,99.93,0.0,99.93,0.07,0
478,Low,99.94,99.94,0.0,99.94,0.06,0
479,Medium,87.15,87.15,0.01,12.84,87.15,1
480,Medium,99.95,99.95,0.0,0.05,99.95,1
481,Low,99.55,99.55,0.0,99.55,0.45,0
482,Low,99.95,99.95,0.0,99.95,0.05,0
483,Low,96.07,96.07,0.01,96.07,3.92,0
484,Low,99.81,99.81,0.0,99.81,0.19,0
485,Low,99.96,99.96,0.0,99.96,0.04,0
486,Low,99.94,99.94,0.0,99.94,0.06,0
487,Low,99.95,99.95,0.0,99.95,0.05,0
488,Low,99.95,99.95,0.0,99.95,0.05,0
489,Low,98.88,98.88,0.0,98.88,1.12,0
490,Low,99.96,99.96,0.0,99.96,0.04,0
491,Low,99.96,99.96,0.0,99.96,0.04,0
492,Low,99.89,99.89,0.0,99.89,0.11,0
493,Low,89.54,89.54,0.01,89.54,10.45,0
494,Medium,99.95,99.95,0.0,0.05,99.95,1
495,Low,99.91,99.91,0.0,99.91,0.09,0
496,Low,99.8,99.8,0.0,99.8,0.2,0
497,Medium,99.69,99.69,0.0,0.31,99.69,1
498,Low,99.94,99.94,0.0,99.94,0.05,0
499,Low,99.96,99.96,0.0,99.96,0.04,0
500,Low,99.81,99.81,0.0,99.81,0.19,0
501,Low,99.83,99.83,0.0,99.83,0.17,0
502,Medium,99.9,99.9,0.0,0.1,99.9,1
503,Medium,99.92,99.92,0.0,0.08,99.92,1
504,Low,99.92,99.92,0.0,99.92,0.08,0
505,Low,99.72,99.72,0.0,99.72,0.27,0
506,Medium,99.9,99.9,0.0,0.09,99.9,1
507,Low,99.86,99.86,0.0,99.86,0.14,0
508,Low,99.77,99.77,0.0,99.77,0.23,0
